"Источник трафика","Площадка","Страна","Визиты","Посетители","Отказы","Время на сайте","Целевые посетители (Переход в Telegram)","Целевые посетители (Переход в WhatsApp)","Целевые посетители (Автоцель: клик по email)","Целевые посетители (Отправка формы (go to thank-you-page))","Целевые посетители (Клик кнопки Звонок)","Целевые посетители (Клик номера телефона (footer))"
"Переходы по рекламе","com.fpg.crazy.punch","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.downhill.climb","Кыргызстан","1","1","0.0","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.last.control","Египет","1","1","0.0","00:00:34","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.long.hand","Кыргызстан","1","1","0.0","00:01:46","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.monster.puzzle","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.movepeople","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.movepeople","Узбекистан","1","1","0.0","00:01:01","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.mowtrim.mowing","Казахстан","1","1","0.0","00:04:04","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.mowtrim.mowing","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.race.traffic","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.road.vehicle","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.simulator.climb","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.skyballs","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.snakeclash","Узбекистан","1","1","1.0","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.stressrelief","Казахстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.subway","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.thiefstickman","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.thiefstickman","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.battlewhip","Кыргызстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.battlewhip","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.brainrot.mini","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.brainrot.mini","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.brainrot.unchhit","Не определено","1","1","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.brainrottedmini","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.brainrottedmini","Таджикистан","1","1","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.car.driving","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.car.parking","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.car.parking","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.car.race","Не определено","1","1","0.0","00:00:19","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.car.racing","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.deaw.home","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.duet.friendscute","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.elastic.ragdoll","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.find.alien","Узбекистан","1","1","0.0","00:01:17","0","1","0","0","0","0"
"Переходы по рекламе","com.fpl.funanitistress","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.gangster.crime","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.girls.nail","Не определено","1","1","0.0","00:12:28","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.girls.nail","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.horror.spanky","Казахстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.horror.spanky","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.horror.spanky","Узбекистан","1","1","1.0","00:00:02","0","1","0","0","0","0"
"Переходы по рекламе","com.fpl.incredibox","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.incredibox","Узбекистан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.jelly.shift","Не определено","1","1","0.0","00:00:51","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.mini.antistress","Узбекистан","1","1","1.0","00:00:02","0","1","0","0","0","0"
"Переходы по рекламе","com.fpl.obby.parkour","Кыргызстан","1","1","0.0","00:04:08","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.obby.parkour","Молдова","1","1","0.0","00:05:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.offine.games","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.offine.games","Узбекистан","1","1","0.0","00:00:53","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.offline.games","Узбекистан","1","1","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.pick.me","Не определено","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.pick.me","Таджикистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.pick.me","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.princess.dragon","Казахстан","1","1","0.0","00:07:30","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.prison.blox","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.prison.blox","Узбекистан","1","1","0.0","00:09:39","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.queen.dress","Великобритания","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.racecar","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.racecar","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.relax.puzzle","Не определено","1","1","0.0","00:02:18","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.relax.puzzle","Казахстан","1","1","0.0","00:00:34","0","1","0","0","0","0"
"Переходы по рекламе","com.fpl.road.vehicle","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.rush.minigame","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.salonbeauty","Не определено","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.salonbeauty","Казахстан","1","1","0.0","00:15:25","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.salonbeauty","Узбекистан","1","1","0.0","00:00:19","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.shifting.transform","Не определено","1","1","0.0","00:08:57","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.shifting.transform","Узбекистан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.simulator.car","Азербайджан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.simulator.car","Казахстан","1","1","0.0","00:00:54","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.sprunked.mix","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.sprunki.music","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.sprunki.punch","Кыргызстан","1","1","0.0","00:00:25","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.stuntmoto","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.subway.princess","Туркменистан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.super.relax","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.thief.puzzle","Казахстан","1","1","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.thief.puzzle","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.thief.puzzle","Узбекистан","1","1","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.wacky.monster","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.xogame","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fps.shooting.counterattack.commandomissiongames","Азербайджан","1","1","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.freeplay.twerk","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fugo.wow","Молдова","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fugo.wowguru","Беларусь","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fugo.wowguru","Кыргызстан","1","1","0.0","00:01:37","0","0","0","0","0","0"
"Переходы по рекламе","com.funfinity.knitzy.thread","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fungames.blockcraft","Беларусь","1","1","1.0","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","com.fungames.blockcraft","Таджикистан","1","1","0.0","00:02:36","0","1","0","0","0","0"
"Переходы по рекламе","com.fusionmind.crazydrive","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fusionmind.highheels","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fusionmind.redball4","Кыргызстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fusionmind.shortlifex","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
